Customer_ID,Age,Gender,Product,Category,Price,Is_Impulse,Time,Date,Discount_Applied,Age_Group,Hour,Weekday
fb2f0539-22bc-4ab8-8c03-26e501326efc,38,Male,Cookies,Snacks,243.0,1,08:27:46,2025-06-10,0,36-45,8,Tuesday
8425244e-6135-4c8d-9d47-f972c584055f,25,Male,Soap,Personal Care,114.87,1,21:02:00,2025-07-08,20,15-25,21,Tuesday
2712df37-1eb3-45ef-89b5-f971f6fde2a1,47,Male,Donut,Bakery,152.5,1,09:13:57,2025-05-26,15,46-60,9,Monday
79b5cff5-4118-402d-afea-4109b235e3f0,49,Male,Detergent,Household,236.27,0,23:30:03,2025-06-28,15,46-60,23,Saturday
65e735d5-786e-425d-891c-e4f08ec11112,48,Other,Juice,Beverages,27.22,0,16:35:34,2025-06-25,15,46-60,16,Wednesday
adeb24aa-6c5f-4bb0-a1cd-09644dcdff7b,23,Other,Bread,Bakery,41.59,1,23:23:07,2025-07-07,10,15-25,23,Monday
7d29d5d8-6158-4e72-ad67-762aa44cac24,42,Female,Energy Drink,Beverages,37.45,0,16:02:16,2025-07-06,20,36-45,16,Sunday
ea5a43ff-4924-490a-a62a-194ce9faf997,55,Female,Donut,Bakery,191.68,1,22:44:56,2025-05-22,5,46-60,22,Thursday
2cfb83e0-5761-4f18-8e22-3842c04decd1,50,Other,Frozen Fries,Frozen Food,163.39,0,14:45:08,2025-06-21,10,46-60,14,Saturday
59f1563f-4ebf-4557-bc08-a47c60fcd3fa,57,Other,Frozen Pizza,Frozen Food,76.19,1,18:01:00,2025-05-28,5,46-60,18,Wednesday
0a47f57e-cf09-44f5-9125-05d924f198cb,44,Male,Cookies,Snacks,81.07,0,07:27:23,2025-07-03,5,36-45,7,Thursday
9beb497b-e1aa-42b6-acdf-c84073b5ce6a,22,Other,Popcorn,Snacks,164.72,0,15:14:32,2025-06-16,5,15-25,15,Monday
0ae43d34-e009-4466-a12c-8b75e128f04c,21,Female,Frozen Fries,Frozen Food,288.22,0,13:12:44,2025-06-24,20,15-25,13,Tuesday
c8b18c51-4421-44c7-b491-aa7faa82108c,41,Female,Ice Cream,Frozen Food,180.76,1,03:21:48,2025-07-10,5,36-45,3,Thursday
886c36e6-7f63-43b8-b060-1076b5502ad5,24,Female,Frozen Pizza,Frozen Food,229.82,0,08:52:39,2025-05-28,20,15-25,8,Wednesday
fc44f36b-ae5d-42ca-870d-381511b70ed2,43,Male,Milk,Dairy,85.03,1,13:39:24,2025-06-08,15,36-45,13,Sunday
e7df38b8-299e-42fc-b5bd-ee1821d2734a,35,Other,Toothpaste,Personal Care,204.14,1,10:03:40,2025-07-02,5,26-35,10,Wednesday
34337451-cb30-4556-8212-5bf56edbe96d,28,Other,Ice Cream,Frozen Food,197.26,1,12:47:39,2025-05-15,5,26-35,12,Thursday
dfd1e40e-51fa-4b8b-a87b-ecbe1077bc5e,39,Female,Ice Cream,Frozen Food,295.87,1,06:14:40,2025-06-15,15,36-45,6,Sunday
beb3789c-c722-4593-bbed-3bae6df6df2d,42,Male,Toothpaste,Personal Care,176.98,0,18:59:24,2025-06-16,15,36-45,18,Monday
ccced428-e6a9-48c5-8671-368da0ed2559,57,Female,Soda,Beverages,149.2,0,01:37:14,2025-06-02,5,46-60,1,Monday
eb7395e9-cbbf-413e-8965-8f0eb28947e5,58,Other,Juice,Beverages,37.37,1,10:41:01,2025-06-14,10,46-60,10,Saturday
1d8dc8c5-4087-4d00-a5b2-02487f983c9c,34,Other,Bread,Bakery,267.19,0,01:11:23,2025-07-04,5,26-35,1,Friday
17f525d0-7436-4183-8a37-9776ad1f838e,55,Other,Soap,Personal Care,181.23,0,19:18:12,2025-05-30,20,46-60,19,Friday
f1c04566-0ebe-43ec-b6ae-52dc29919a96,23,Other,Tissue Paper,Household,252.89,0,03:12:14,2025-06-06,10,15-25,3,Friday
c845e376-7039-43aa-b418-da121afa6429,30,Male,Shampoo,Personal Care,147.01,0,21:45:56,2025-05-12,5,26-35,21,Monday
d353cd50-87c7-4a68-b67e-db20566d396b,49,Male,Shampoo,Personal Care,126.51,0,16:26:07,2025-05-24,20,46-60,16,Saturday
67716baf-dc1f-4da8-8e9f-367d9fd35b18,56,Female,Cleaner,Household,152.24,1,10:19:55,2025-06-15,5,46-60,10,Sunday
305ee9ab-44d2-46a6-a2ef-09183f55b9cb,53,Female,Bread,Bakery,169.17,0,21:16:44,2025-06-21,0,46-60,21,Saturday
3b18ebe3-cee5-4b9c-a1a7-d5e4a4e389a7,47,Other,Energy Drink,Beverages,199.93,0,05:55:55,2025-05-19,20,46-60,5,Monday
f941f682-e84f-4e06-8b40-423365418dc4,56,Female,Yogurt,Dairy,248.5,0,08:07:41,2025-07-02,20,46-60,8,Wednesday
ac39252a-0996-4e61-8af2-f9d38ff641ca,29,Male,Tissue Paper,Household,210.59,0,16:55:14,2025-05-19,10,26-35,16,Monday
5a62fff0-9408-463e-8542-96eab941301e,48,Other,Detergent,Household,183.34,1,18:28:18,2025-05-29,20,46-60,18,Thursday
441e872c-85ff-430b-b9bf-f7643c6b30de,47,Female,Bread,Bakery,184.83,0,16:30:05,2025-06-12,15,46-60,16,Thursday
3efe479f-b0d2-4e84-9152-9e8075b58177,23,Female,Milk,Dairy,28.29,0,09:44:05,2025-06-08,0,15-25,9,Sunday
c14d3554-0795-48b4-99d3-f9281d2d79ea,33,Female,Detergent,Household,67.57,1,00:02:31,2025-05-22,15,26-35,0,Thursday
cba96bc3-bb98-4278-bfdd-084fc56ce025,21,Male,Croissant,Bakery,142.93,0,19:28:03,2025-06-11,5,15-25,19,Wednesday
d13eb24f-d259-459e-8eef-3e3d63c7a98f,34,Male,Croissant,Bakery,41.7,1,06:54:01,2025-06-09,20,26-35,6,Monday
9b408815-9e28-4936-858c-42530bec19ba,24,Male,Chips,Snacks,207.07,0,05:52:16,2025-07-09,5,15-25,5,Wednesday
5fbeb774-c9c2-4a40-8eb7-e25693553720,51,Male,Iced Tea,Beverages,213.49,1,07:16:26,2025-06-17,15,46-60,7,Tuesday
49af736d-140c-4040-93b4-41a964f611cc,19,Other,Juice,Beverages,34.95,0,22:22:19,2025-05-30,20,15-25,22,Friday
0f81c527-343a-4bdb-9777-5f8a848c9c87,18,Female,Frozen Fries,Frozen Food,286.16,0,23:10:50,2025-06-11,10,15-25,23,Wednesday
e2039dd7-e47f-454a-aa9a-0bbee898dc4a,49,Female,Popcorn,Snacks,160.51,0,02:52:48,2025-05-20,10,46-60,2,Tuesday
ba4573bc-67d1-447a-a7c9-b48a4e9cd36d,35,Female,Shampoo,Personal Care,98.76,0,23:05:51,2025-07-04,0,26-35,23,Friday
fe4e053e-f90e-4fcc-97ba-97e82dd083d7,53,Female,Juice,Beverages,94.66,0,15:26:35,2025-05-12,0,46-60,15,Monday
f93688ec-448f-4be6-820d-4ac35d48b947,18,Male,Croissant,Bakery,257.79,1,15:28:15,2025-07-03,15,15-25,15,Thursday
04826e66-7f22-4d26-a538-01bcebd099ed,35,Male,Popcorn,Snacks,79.22,0,10:20:01,2025-06-07,0,26-35,10,Saturday
5fd13acb-7027-4577-a6b2-7357c5ba2b33,40,Female,Cookies,Snacks,237.8,0,10:24:46,2025-07-05,10,36-45,10,Saturday
194ccd0c-03f6-4d75-a127-69559b82c0c8,34,Female,Bread,Bakery,35.26,0,18:17:29,2025-07-02,5,26-35,18,Wednesday
23ab2e91-ba2f-4bd5-acf7-5f9ddb502857,39,Other,Toothpaste,Personal Care,105.4,0,05:41:07,2025-05-27,15,36-45,5,Tuesday
873d9882-e6ca-485b-9577-af0520244aa3,18,Other,Bread,Bakery,254.98,0,02:03:56,2025-05-25,0,15-25,2,Sunday
b142e74a-aaf9-44d9-b6bf-5c83a77cf0a0,19,Other,Shampoo,Personal Care,249.46,1,22:55:25,2025-05-13,20,15-25,22,Tuesday
75652a87-ea5e-41a2-8c88-48726026e17a,31,Other,Cheese,Dairy,142.74,1,07:31:06,2025-06-02,0,26-35,7,Monday
570e3398-a129-4556-b77f-1a16e44b9808,20,Female,Yogurt,Dairy,30.51,1,09:47:42,2025-05-20,15,15-25,9,Tuesday
7f367386-37d9-41f0-920a-793435f51f49,32,Male,Juice,Beverages,187.83,0,14:54:29,2025-06-03,5,26-35,14,Tuesday
ea2e6ffa-86c0-4875-b05c-add556c13f93,35,Female,Donut,Bakery,45.9,1,04:06:45,2025-05-31,0,26-35,4,Saturday
9ccb46e6-8042-463b-89bb-25b0f6ad6c22,54,Male,Toothpaste,Personal Care,42.81,1,01:42:00,2025-06-20,10,46-60,1,Friday
3ab4f575-a5d8-43a5-ab1f-ba2181012601,54,Male,Cookies,Snacks,298.09,1,00:36:22,2025-06-03,5,46-60,0,Tuesday
20d0e845-3a9b-4913-8124-bfd0806af4f5,60,Female,Cheese,Dairy,156.97,0,15:50:31,2025-06-15,15,46-60,15,Sunday
65229aed-a0a8-49b1-9bd7-9921c9e34f87,33,Female,Juice,Beverages,129.05,0,02:50:23,2025-05-16,0,26-35,2,Friday
d10fc371-6121-4f8e-9df0-8a7b1cbd22d3,44,Other,Bread,Bakery,219.31,0,16:12:59,2025-06-12,15,36-45,16,Thursday
29764b05-2c76-41e5-b528-6dbb4480b53a,56,Male,Cleaner,Household,82.44,1,21:54:45,2025-06-20,5,46-60,21,Friday
33c613b3-2493-45df-8dc2-0a4e268837f4,53,Other,Shampoo,Personal Care,54.81,0,23:29:55,2025-05-21,20,46-60,23,Wednesday
30e3fec6-1521-436c-9803-a3c0496885cf,32,Other,Popcorn,Snacks,89.62,0,20:36:29,2025-06-22,0,26-35,20,Sunday
61cbc19c-8812-44ba-b0d5-6c1e9752fec1,38,Male,Frozen Fries,Frozen Food,173.69,0,03:58:43,2025-06-07,0,36-45,3,Saturday
2d6f82c8-e312-436c-9a80-2df0088531a2,18,Female,Croissant,Bakery,225.35,0,05:22:08,2025-06-06,20,15-25,5,Friday
1a49f9ba-7bd0-4444-ba48-bb478450ceac,41,Other,Cookies,Snacks,231.76,0,08:18:32,2025-06-28,0,36-45,8,Saturday
ade6485e-599c-495b-bbf2-18c5ce20ea86,21,Male,Cleaner,Household,160.72,0,22:37:26,2025-05-15,15,15-25,22,Thursday
c49dde5a-7749-4fc6-8e79-fe7c2a33eb59,52,Female,Yogurt,Dairy,260.76,1,01:26:19,2025-05-28,15,46-60,1,Wednesday
a38ce382-603d-42c3-9fea-9d8aec3bbf1a,49,Other,Croissant,Bakery,282.88,1,23:00:40,2025-06-08,0,46-60,23,Sunday
eb8da5fa-a0ad-4f4a-8a06-76c2f24bbaa6,21,Female,Detergent,Household,53.07,0,07:35:38,2025-05-14,5,15-25,7,Wednesday
5eed027c-fb18-4945-9fd7-1fdb9aeebbe1,54,Male,Bread,Bakery,201.41,1,03:23:43,2025-05-15,20,46-60,3,Thursday
e3e17611-2fbc-4266-b602-06b85416737c,26,Other,Cleaner,Household,117.82,0,17:53:08,2025-06-19,20,26-35,17,Thursday
ad17a8dd-4159-4423-9899-a32d00a1caf4,34,Male,Soap,Personal Care,231.57,0,12:56:18,2025-06-09,5,26-35,12,Monday
118f8b87-6fb8-4633-b34f-aff94247dbed,59,Male,Toothpaste,Personal Care,191.57,1,03:07:35,2025-07-03,10,46-60,3,Thursday
fb5cd69e-3687-4e84-931c-c26d6af488f7,30,Male,Croissant,Bakery,148.89,0,07:37:49,2025-05-14,20,26-35,7,Wednesday
8b63d5bd-c642-43de-be80-0158622d4670,49,Female,Ice Cream,Frozen Food,291.61,0,00:23:59,2025-07-02,15,46-60,0,Wednesday
935207c2-35c6-402c-8808-eb7d491973aa,52,Male,Cookies,Snacks,152.78,0,10:18:16,2025-05-24,10,46-60,10,Saturday
e06b628f-9a76-4df4-9fe3-64f39a53e0f5,26,Male,Cookies,Snacks,120.93,0,13:21:10,2025-06-07,10,26-35,13,Saturday
799fb509-54b9-4af1-b1a8-de8e722c2b4b,60,Other,Chips,Snacks,67.97,0,01:51:21,2025-05-31,10,46-60,1,Saturday
5527537f-d45b-41dd-8eaf-b22ef7f73726,46,Male,Popcorn,Snacks,165.7,1,20:03:14,2025-05-14,10,46-60,20,Wednesday
14b12889-ec13-4363-9b51-b8e6b5ce6e2d,20,Other,Frozen Fries,Frozen Food,268.84,0,07:33:13,2025-05-17,10,15-25,7,Saturday
93925d43-ef66-430d-be76-de7f67314cc1,42,Other,Detergent,Household,105.33,0,17:33:24,2025-05-13,20,36-45,17,Tuesday
96410a0a-816a-4257-87aa-4abed3d8a3b7,19,Other,Frozen Fries,Frozen Food,175.21,0,12:33:53,2025-07-02,0,15-25,12,Wednesday
3735c1d2-e8ee-47e2-89f0-82c559b3a972,31,Other,Cleaner,Household,35.79,0,17:58:20,2025-06-18,15,26-35,17,Wednesday
d87ad6a9-ac5a-424a-8023-4c0b859c11a1,22,Male,Juice,Beverages,107.8,0,22:27:29,2025-06-08,15,15-25,22,Sunday
7a64e426-38ce-4654-b7f4-a1a2c49ece13,29,Female,Iced Tea,Beverages,79.52,1,03:47:15,2025-06-23,15,26-35,3,Monday
859b4598-5a1c-4862-8828-cadede296dff,24,Other,Toothpaste,Personal Care,249.92,0,22:22:41,2025-05-25,20,15-25,22,Sunday
8e1326cd-d43c-42d8-9259-dd8e82e8137f,21,Other,Yogurt,Dairy,194.09,1,20:52:52,2025-06-30,10,15-25,20,Monday
57187ec9-f247-4a4d-a623-ea20e4894477,56,Female,Frozen Pizza,Frozen Food,54.29,0,17:12:36,2025-06-12,0,46-60,17,Thursday
2875dd4a-75ae-403f-99bc-a39a7f146de6,27,Male,Detergent,Household,256.63,1,15:14:31,2025-05-13,5,26-35,15,Tuesday
15785748-2aab-427a-8a17-aa110fafc448,21,Female,Milk,Dairy,41.79,1,12:55:15,2025-06-15,5,15-25,12,Sunday
a015d64b-875d-4c03-8b24-8fdabfbac148,50,Female,Chocolate,Snacks,60.43,0,22:25:46,2025-05-24,0,46-60,22,Saturday
bc5d1ee6-b17c-4a4e-919f-58c0c3c80d8f,47,Other,Shampoo,Personal Care,156.67,0,08:09:59,2025-06-05,20,46-60,8,Thursday
ba89bafb-df53-4525-919e-fbf03412aaf1,43,Male,Cheese,Dairy,90.83,0,01:42:12,2025-07-02,10,36-45,1,Wednesday
e5b6f4d3-63c2-4977-b660-30a5d6a29ed3,20,Male,Croissant,Bakery,198.84,0,08:09:38,2025-06-11,0,15-25,8,Wednesday
50f5b437-bafa-40ad-ae51-43f3bd35686d,39,Female,Cheese,Dairy,190.83,1,09:12:38,2025-05-16,0,36-45,9,Friday
0df370e7-a2d0-432c-a5e7-23e17a5bc7ce,58,Male,Croissant,Bakery,90.2,0,00:47:29,2025-05-25,15,46-60,0,Sunday
6bad65e5-1557-462c-bb82-0091827ffd62,30,Male,Soda,Beverages,82.9,0,10:55:45,2025-07-02,5,26-35,10,Wednesday
790903d3-7108-4221-82b6-850293796ace,33,Female,Chips,Snacks,161.87,0,05:08:16,2025-06-17,0,26-35,5,Tuesday
c5c9fc3a-13b5-438f-8414-e84573f7eda3,54,Other,Cleaner,Household,24.71,0,06:07:00,2025-05-15,5,46-60,6,Thursday
92ea8cc9-e50c-420e-9d40-dd52fd5615c7,20,Female,Toothpaste,Personal Care,115.42,1,15:38:04,2025-06-23,15,15-25,15,Monday
f08d80e3-8e79-4b01-9442-cf3de7be00c5,55,Other,Cheese,Dairy,190.4,1,06:40:35,2025-05-25,15,46-60,6,Sunday
e3ba2edb-8f4d-446f-8deb-c8e6c2a7a84d,28,Female,Juice,Beverages,268.13,0,20:10:23,2025-05-27,15,26-35,20,Tuesday
b6d94f0b-b0b8-41e0-a81f-01aa515fde30,45,Female,Cheese,Dairy,146.19,0,11:58:05,2025-06-20,0,36-45,11,Friday
b0a218c4-4390-43ce-96a7-71f5ca056bc6,19,Male,Frozen Fries,Frozen Food,199.24,0,10:59:07,2025-05-27,20,15-25,10,Tuesday
5dbe2d78-019c-4ad0-b18b-9d9f16d85594,60,Female,Ice Cream,Frozen Food,162.26,0,06:45:40,2025-05-30,10,46-60,6,Friday
75d0c60c-e969-470b-8501-971eabdd31fc,39,Other,Cookies,Snacks,174.96,0,19:02:05,2025-06-25,0,36-45,19,Wednesday
dafb9a42-3aaa-49a9-9d5e-aa50c00b297b,59,Other,Ice Cream,Frozen Food,106.45,1,13:39:54,2025-06-14,0,46-60,13,Saturday
2f3eaffe-2434-4dc9-9aea-e5ea106898e2,37,Female,Chips,Snacks,27.78,0,16:42:36,2025-06-17,20,36-45,16,Tuesday
e152ccf5-f3d7-41cf-9795-bf5f99a40cc7,49,Other,Tissue Paper,Household,198.89,0,14:25:15,2025-06-13,5,46-60,14,Friday
319afd5f-c9d1-4276-b086-d18ee841bf9b,27,Female,Soda,Beverages,79.4,0,03:56:04,2025-06-14,10,26-35,3,Saturday
964751d2-6a32-423b-8d5b-dde5b17225c7,32,Male,Ice Cream,Frozen Food,175.19,1,14:26:00,2025-05-18,10,26-35,14,Sunday
49e160b0-f0ec-45f1-ad19-f5b211d6e493,35,Other,Iced Tea,Beverages,58.74,0,15:41:46,2025-07-06,10,26-35,15,Sunday
bb32704e-6b07-4f95-aee4-5a45b7df018a,34,Male,Popcorn,Snacks,115.07,0,10:26:41,2025-05-27,0,26-35,10,Tuesday
0c17eb7f-b986-41e0-8267-eed36fdfd140,59,Male,Chocolate,Snacks,127.73,0,04:32:58,2025-06-24,10,46-60,4,Tuesday
75c8e003-8b25-43b4-a3fb-8388c0b331e6,43,Male,Bread,Bakery,296.89,1,13:50:47,2025-06-08,5,36-45,13,Sunday
aba8a22c-79a7-4ce1-95a7-4b3c37f76f0f,42,Other,Yogurt,Dairy,96.06,0,20:52:35,2025-06-29,10,36-45,20,Sunday
7991edd9-f064-4bfe-8596-02c401f51bee,39,Female,Soda,Beverages,270.97,0,15:40:44,2025-06-23,5,36-45,15,Monday
ff5177a3-e9cc-4bc1-b880-f0966c26e1ce,26,Other,Frozen Pizza,Frozen Food,33.4,0,04:52:33,2025-05-25,20,26-35,4,Sunday
7f27611d-4d77-4509-96ba-75eb468574e2,40,Other,Chips,Snacks,81.21,1,08:04:07,2025-05-27,10,36-45,8,Tuesday
e23b81ed-8c8e-42bc-bb6b-b02a29cfb337,37,Female,Cheese,Dairy,196.04,1,00:45:13,2025-05-12,5,36-45,0,Monday
b915483c-4f7c-4e6b-895f-96be6300f0ca,35,Female,Donut,Bakery,85.1,1,05:33:05,2025-06-07,5,26-35,5,Saturday
f41a62ab-819f-449c-a28d-03c6cb96a670,40,Female,Chips,Snacks,33.11,0,14:32:31,2025-06-21,15,36-45,14,Saturday
e28d0b44-f0d5-4d93-a136-d9c79f388eec,51,Male,Detergent,Household,240.19,0,06:59:19,2025-07-08,0,46-60,6,Tuesday
d5c6726c-9f1e-42d3-9acf-12313dfabd0a,32,Male,Milk,Dairy,229.15,0,23:12:11,2025-06-30,5,26-35,23,Monday
30a6eeeb-2b08-41f6-8e7f-bc10d0e498b6,48,Other,Shampoo,Personal Care,131.7,0,12:50:26,2025-06-02,10,46-60,12,Monday
f6d1e639-0ff9-4eb5-b16d-3b92cd9e6fe2,44,Male,Popcorn,Snacks,69.1,0,00:51:40,2025-07-07,20,36-45,0,Monday
737a4ee7-88e7-4881-8635-ae788770bd49,45,Male,Ice Cream,Frozen Food,252.74,0,22:34:29,2025-06-24,5,36-45,22,Tuesday
73d47190-283e-4eb5-8994-b78daff50308,37,Male,Juice,Beverages,150.47,0,13:50:13,2025-05-20,15,36-45,13,Tuesday
a26be9c3-7abc-40f0-b169-c8ef32cd92dc,23,Male,Soda,Beverages,112.31,0,13:17:17,2025-06-09,5,15-25,13,Monday
701f2307-fc1b-4b62-9fd2-58aa4e087fcf,18,Male,Iced Tea,Beverages,71.87,0,05:35:26,2025-05-21,5,15-25,5,Wednesday
ffd462d8-3abe-407a-987c-71b899a7ba39,34,Female,Yogurt,Dairy,205.41,0,18:46:21,2025-06-07,0,26-35,18,Saturday
4c9d71a9-e4e5-467f-967f-b841178d790f,47,Female,Juice,Beverages,186.45,0,23:08:16,2025-06-11,20,46-60,23,Wednesday
c03f4d9d-9484-4c55-aa38-89404cea85a9,29,Female,Donut,Bakery,22.97,0,02:59:53,2025-05-25,5,26-35,2,Sunday
cd5aa8b9-da34-4687-bcd6-ba9eeff2a30a,24,Other,Soap,Personal Care,78.77,0,02:19:42,2025-05-30,10,15-25,2,Friday
20d50bc6-aabf-4ff0-99b2-fc6e6e01f0e5,46,Female,Donut,Bakery,180.99,0,22:58:34,2025-06-06,5,46-60,22,Friday
e16644c2-dbf9-4a55-9fd3-864c8727de90,29,Male,Bread,Bakery,265.88,1,11:44:38,2025-05-22,0,26-35,11,Thursday
9d1332e9-5f45-494c-8bab-15f1effcca35,26,Other,Cleaner,Household,114.61,0,00:03:04,2025-05-22,20,26-35,0,Thursday
a42ece14-0ddc-437b-875f-8cee3074d125,37,Male,Croissant,Bakery,216.53,0,15:50:18,2025-06-26,20,36-45,15,Thursday
309060b5-044d-4c5c-8030-0ae14d154be9,46,Female,Bread,Bakery,227.6,0,04:07:30,2025-06-05,15,46-60,4,Thursday
0f98253a-6eee-4700-b463-675cda961222,29,Other,Soap,Personal Care,265.66,0,03:07:25,2025-07-10,0,26-35,3,Thursday
a810c007-d36a-4967-a13e-d5f39a75c25c,18,Male,Frozen Fries,Frozen Food,223.63,0,03:56:29,2025-06-29,5,15-25,3,Sunday
71703ee5-5d7f-46be-aec4-404c7f20d8f5,33,Male,Chips,Snacks,95.42,0,02:39:47,2025-05-16,20,26-35,2,Friday
bf82fa40-c7f0-4c32-a6e4-c4aadd7d028e,33,Female,Milk,Dairy,238.99,0,11:30:27,2025-06-08,15,26-35,11,Sunday
f55c2d64-6e63-48f1-813c-e83d73adae5b,41,Other,Juice,Beverages,249.23,0,15:04:23,2025-05-13,0,36-45,15,Tuesday
57205bba-c6eb-4e59-8f66-86b32ffaba04,38,Male,Soap,Personal Care,81.09,1,09:25:43,2025-06-23,15,36-45,9,Monday
c2ca88aa-4a04-4110-8b9f-e5e58f8dc9df,32,Male,Juice,Beverages,273.01,0,21:00:58,2025-06-30,20,26-35,21,Monday
8caea8a7-f78c-440a-bdd1-16fcfad96f14,49,Other,Yogurt,Dairy,189.08,0,05:21:59,2025-06-09,20,46-60,5,Monday
2fafe02b-c078-4365-9f2c-6712867159b7,52,Male,Bread,Bakery,148.76,0,22:18:49,2025-05-13,20,46-60,22,Tuesday
16afa0b7-a490-41c1-b7b3-324b8bf42bdc,47,Female,Chips,Snacks,162.9,1,03:58:52,2025-05-19,20,46-60,3,Monday
ccad5016-aa62-4155-b708-707ef04ed198,28,Other,Shampoo,Personal Care,285.88,0,00:38:19,2025-07-03,20,26-35,0,Thursday
82673b79-9e99-4d4c-bda1-919a2ee3bdbc,22,Other,Donut,Bakery,25.45,1,21:09:29,2025-06-04,0,15-25,21,Wednesday
cee1ed16-ddd7-4804-8fe0-1bb194b75709,49,Female,Toothpaste,Personal Care,54.39,0,16:48:37,2025-07-04,15,46-60,16,Friday
da6469e3-2c04-4801-bba6-945ced98a222,38,Female,Croissant,Bakery,212.39,1,13:11:59,2025-07-01,0,36-45,13,Tuesday
33fc9dff-78ec-4107-ab77-2e82cba7f208,18,Female,Ice Cream,Frozen Food,90.56,0,15:17:29,2025-06-20,20,15-25,15,Friday
cb814b2a-320a-42e8-9a0b-e76f451550e0,39,Male,Cleaner,Household,189.77,0,08:58:00,2025-05-28,15,36-45,8,Wednesday
c78326a7-7a7f-466e-ae63-672debb9a185,35,Other,Chocolate,Snacks,96.81,0,01:50:13,2025-06-19,20,26-35,1,Thursday
172b3de4-026c-4844-8359-74da687658a7,44,Other,Milk,Dairy,239.03,1,06:35:07,2025-07-03,10,36-45,6,Thursday
2e0b12f0-8c94-469f-8b42-47ae8e18b2cc,51,Other,Tissue Paper,Household,222.84,1,06:40:00,2025-06-02,15,46-60,6,Monday
1f689306-874f-4d81-8ce8-c27347f94b91,45,Male,Croissant,Bakery,274.58,0,19:43:41,2025-05-17,10,36-45,19,Saturday
7b0f586b-f7a8-4de3-a1fc-8a8c2a1ba6a7,49,Male,Detergent,Household,253.57,0,10:09:22,2025-06-11,20,46-60,10,Wednesday
466011d8-4b57-4cd9-af9b-e853421e406d,22,Other,Ice Cream,Frozen Food,220.24,0,14:12:08,2025-05-23,10,15-25,14,Friday
43237d44-bd8b-4269-ac70-7ca864d1d8d6,46,Female,Cookies,Snacks,263.62,0,16:22:51,2025-06-16,5,46-60,16,Monday
c206e498-5f4c-4ed8-ad0d-17de35b39069,25,Male,Ice Cream,Frozen Food,259.91,0,16:22:13,2025-05-12,15,15-25,16,Monday
f8aa587b-fc41-4731-8713-911b57e056f2,42,Female,Detergent,Household,83.08,0,10:41:45,2025-06-07,0,36-45,10,Saturday
dfdf840e-96a7-4be2-a905-ea27a7a6731c,60,Male,Detergent,Household,111.95,0,18:46:19,2025-05-19,20,46-60,18,Monday
c3753a41-a589-4872-a474-1d081191aa73,33,Female,Ice Cream,Frozen Food,23.41,0,18:13:10,2025-06-04,0,26-35,18,Wednesday
da22ada0-c175-4e50-b9b6-566db4e0202e,52,Other,Ice Cream,Frozen Food,208.32,1,12:43:12,2025-06-04,10,46-60,12,Wednesday
